interaction_id,contact_id,company_id,interaction_date,interaction_type,outcome,notes
895,182,98,2024-11-13 02:35:38.917607,Support,Positive,Thousand soldier build various various blue raise.
896,182,98,2024-10-27 02:35:38.917607,Demo,Positive,Million too marriage page young turn visit up.
897,182,98,2024-09-24 02:35:38.917607,Call,No Response,Story six want protect assume east center.
898,183,97,2024-06-02 02:35:38.917607,Email,Neutral,Could identify group true TV specific travel.
899,183,97,2025-02-17 02:35:38.917607,Meeting,Negative,Better mind professional fly month offer mother hour.
900,183,97,2025-01-27 02:35:38.917607,Demo,Neutral,Poor executive career shake fall phone identify.
901,183,97,2024-05-31 02:35:38.917607,Meeting,Negative,Bank agency bit night participant fill.
902,183,97,2024-11-19 02:35:38.917607,Meeting,Neutral,Side recognize month among water.
903,183,97,2025-02-02 02:35:38.917607,Meeting,Positive,Throughout security number community finish.
904,183,97,2025-04-07 02:35:38.917607,Meeting,No Response,Move another field.
905,183,97,2024-06-06 02:35:38.917607,Support,Negative,Goal Mrs statement range its.
906,184,20,2024-08-27 02:35:38.917607,Meeting,No Response,Model condition he recognize treat better wear.
907,184,20,2024-08-20 02:35:38.917607,Email,No Response,Republican authority data deal policy.
908,184,20,2025-03-04 02:35:38.917607,Support,Neutral,And high too.
909,185,36,2025-04-02 02:35:38.917607,Support,Neutral,Under above drive sport.
910,185,36,2025-04-05 02:35:38.917607,Meeting,Negative,Worker would step head study and.
911,185,36,2025-04-06 02:35:38.917607,Support,Neutral,Out perform election two.
912,185,36,2025-04-02 02:35:38.917607,Call,Neutral,Report top finally wait president trial important.
913,185,36,2025-04-01 02:35:38.917607,Meeting,Neutral,Indeed including everything.
914,185,36,2025-04-05 02:35:38.917607,Call,Neutral,Stage major outside phone house.
915,186,60,2024-08-01 02:35:38.917607,Support,Positive,Can ready audience boy city social at.
916,186,60,2024-09-30 02:35:38.917607,Meeting,Neutral,Force want either race us huge movie.
917,186,60,2024-07-13 02:35:38.917607,Meeting,No Response,Talk end set house those.
918,186,60,2025-01-24 02:35:38.917607,Meeting,No Response,Wear never marriage camera yet.
919,186,60,2024-11-15 02:35:38.917607,Call,Neutral,Long born also hold base really attack.
920,187,83,2024-11-27 02:35:38.917607,Call,Positive,Past just central others American value.
921,188,50,2025-03-31 02:35:38.917607,Support,Neutral,Shoulder right analysis add check.
922,188,50,2025-03-30 02:35:38.917607,Call,Positive,Two glass customer popular hospital.
923,188,50,2025-04-01 02:35:38.917607,Email,No Response,Water measure different physical.
924,188,50,2025-03-29 02:35:38.917607,Support,No Response,Price keep the attorney early more.
925,188,50,2025-04-01 02:35:38.917607,Call,No Response,Claim natural fish born assume million admit.
926,188,50,2025-04-03 02:35:38.917607,Demo,Neutral,Right focus although top.
927,188,50,2025-03-29 02:35:38.917607,Call,Neutral,Accept about around hold note.
928,188,50,2025-03-27 02:35:38.917607,Demo,Positive,Several along nation after station.
929,188,50,2025-03-31 02:35:38.917607,Demo,Neutral,Visit population executive pattern last security raise.
930,189,74,2024-10-07 02:35:38.917607,Call,Positive,Economic woman PM look together lawyer these difference.
931,189,74,2024-10-01 02:35:38.917607,Demo,No Response,Pm company whose yourself think.
932,189,74,2025-02-09 02:35:38.917607,Meeting,No Response,Science it feel amount improve they.
933,189,74,2024-10-19 02:35:38.917607,Demo,No Response,Would by phone decade image.
934,189,74,2024-08-27 02:35:38.917607,Support,No Response,Leave laugh weight less full program.
935,189,74,2024-11-05 02:35:38.917607,Demo,Positive,Rich day describe course.
936,189,74,2024-12-28 02:35:38.917607,Email,No Response,Way role six guy leg.
937,189,74,2024-12-11 02:35:38.917607,Email,Neutral,Hear fill hotel like myself laugh.
938,189,74,2024-12-27 02:35:38.917607,Support,No Response,Include current front three process view it wall.
939,189,74,2024-08-27 02:35:38.917607,Support,No Response,Really history project.
940,190,20,2025-03-19 02:35:38.917607,Email,Neutral,Worker quite shoulder political offer.
941,190,20,2024-09-27 02:35:38.917607,Demo,No Response,Character first early school several.
942,190,20,2024-10-03 02:35:38.917607,Meeting,No Response,First usually partner same then put skin.
943,190,20,2024-07-25 02:35:38.917607,Demo,Negative,Again turn thank former.
944,190,20,2025-03-10 02:35:38.917607,Email,Neutral,Finish top data character.
945,190,20,2024-12-24 02:35:38.917607,Demo,Positive,Film at perhaps firm toward.
946,190,20,2025-01-12 02:35:38.917607,Email,Neutral,Little region face big no too charge.
947,190,20,2025-02-24 02:35:38.917607,Support,Neutral,Budget travel important no pick record.
948,191,11,2025-01-07 02:35:38.917607,Meeting,No Response,Ready tough wish professional chair.
949,191,11,2024-12-13 02:35:38.917607,Call,No Response,Best always they list local short.
950,191,11,2024-12-24 02:35:38.917607,Demo,Positive,Read stand us once consider thus wife water.
951,191,11,2024-12-28 02:35:38.917607,Meeting,Neutral,Gas fund be have concern perhaps quality.
952,191,11,2024-12-19 02:35:38.917607,Email,Positive,Book various whether culture.
953,191,11,2025-01-09 02:35:38.917607,Meeting,Positive,Factor society skill great worker manager.
954,192,57,2024-12-22 02:35:38.917607,Support,Neutral,Through individual college surface court exactly minute trouble.
955,192,57,2024-12-19 02:35:38.917607,Support,No Response,Five cold power red enjoy you front.
956,192,57,2024-07-01 02:35:38.917607,Call,Negative,Seek service leader bag necessary.
957,192,57,2025-03-25 02:35:38.917607,Call,Neutral,The unit action off.
958,192,57,2024-08-22 02:35:38.917607,Call,Positive,Herself toward here along public.
959,192,57,2025-01-09 02:35:38.917607,Meeting,Negative,Friend sort table six imagine garden.
960,192,57,2025-01-23 02:35:38.917607,Meeting,Neutral,Rest need major entire tree try.
961,192,57,2024-08-08 02:35:38.917607,Call,Neutral,South tree technology time.
962,194,87,2024-09-16 02:35:38.917607,Email,No Response,Specific south blood.
963,194,87,2025-01-19 02:35:38.917607,Demo,Positive,Computer assume occur down.
964,194,87,2025-01-17 02:35:38.917607,Call,Neutral,Tell act add southern.
965,194,87,2025-03-07 02:35:38.917607,Demo,No Response,Audience old whole wide piece former professor partner.
966,194,87,2024-12-05 02:35:38.917607,Demo,Positive,Region current second ball.
967,194,87,2025-03-13 02:35:38.917607,Support,Positive,Responsibility before item rate.
968,194,87,2024-09-12 02:35:38.917607,Support,Negative,Anyone bag fly more live.
969,194,87,2025-02-19 02:35:38.917607,Call,Positive,Remain manager relationship light rule.
970,194,87,2024-08-12 02:35:38.917607,Call,Positive,Ten article continue according compare culture century my.
971,195,43,2024-12-26 02:35:38.917607,Email,Neutral,Record reflect away cost focus.
972,195,43,2024-07-17 02:35:38.917607,Support,Negative,Class play or own media.
973,195,43,2024-12-17 02:35:38.917607,Email,Positive,Design economy general drive according.
974,195,43,2024-08-25 02:35:38.917607,Demo,Neutral,Example claim article management total.
975,195,43,2024-09-21 02:35:38.917607,Meeting,Neutral,People stage bag share.
976,195,43,2025-02-19 02:35:38.917607,Support,Negative,Activity season because open trouble guess race.
977,195,43,2024-07-19 02:35:38.917607,Email,Negative,Notice road five group.
978,195,43,2024-12-13 02:35:38.917607,Meeting,No Response,Have feel major national seat direction color.
979,195,43,2024-08-04 02:35:38.917607,Demo,Positive,Important they food someone war idea.
980,195,43,2024-11-27 02:35:38.917607,Demo,Neutral,Laugh center seek information agency cause first.
981,196,93,2025-03-16 02:35:38.917607,Meeting,Negative,Change hand its stage town character watch describe.
982,197,11,2024-12-11 02:35:38.917607,Support,Neutral,Hospital change front.
983,197,11,2025-01-17 02:35:38.917607,Call,Positive,Market citizen stop.
984,197,11,2024-11-02 02:35:38.917607,Support,Positive,Everyone couple parent material itself surface maintain.
985,197,11,2024-12-20 02:35:38.917607,Support,Negative,Government black well relationship.
986,197,11,2024-12-13 02:35:38.917607,Support,Negative,Eye dog wall sound indicate actually final city.
987,197,11,2024-11-22 02:35:38.917607,Support,Negative,Financial peace particularly out morning game health read.
988,197,11,2024-11-05 02:35:38.917607,Support,No Response,Hard wife as language.
989,197,11,2024-12-25 02:35:38.917607,Demo,No Response,Early war read travel total plant.
990,198,84,2025-03-01 02:35:38.917607,Meeting,Neutral,Skill never officer former create camera focus.
991,198,84,2025-01-31 02:35:38.917607,Email,Positive,Occur treat remain participant spend eat none three.
992,199,40,2025-04-01 02:35:38.917607,Email,Neutral,Memory believe seek perhaps ball make.
993,199,40,2025-03-27 02:35:38.917607,Demo,No Response,Too water road at hope cover show Republican.
994,199,40,2024-06-08 02:35:38.917607,Meeting,Negative,Summer arrive east plan force station.
995,199,40,2025-02-26 02:35:38.917607,Call,Positive,No situation what machine fire third customer.
996,199,40,2025-04-08 02:35:38.917607,Call,Negative,Whatever our build safe save.
997,199,40,2024-09-23 02:35:38.917607,Email,Negative,Model mean eat heavy red.
998,199,40,2024-10-16 02:35:38.917607,Support,Negative,Fear daughter fast.
999,201,68,2025-01-22 02:35:38.917607,Meeting,Negative,Prepare several bad.
1000,202,3,2025-03-30 02:35:38.917607,Support,Positive,Simply year land high church know finish.
1001,202,3,2025-03-05 02:35:38.917607,Call,Negative,Lay cup paper expect only.
1002,202,3,2025-03-15 02:35:38.917607,Demo,No Response,What buy test need hard firm.
1003,202,3,2025-02-24 02:35:38.917607,Call,No Response,Nearly pick position how force structure.
1004,202,3,2025-03-03 02:35:38.917607,Demo,Negative,Poor food series.
1005,202,3,2025-03-23 02:35:38.917607,Demo,Positive,Third argue response.
1006,203,99,2025-01-05 02:35:38.917607,Support,Negative,Market until cause bill.
1007,203,99,2025-02-07 02:35:38.917607,Support,Positive,Vote dog senior win.
1008,203,99,2024-12-24 02:35:38.917607,Support,Negative,Ball gas attorney hundred artist indicate.
1009,203,99,2025-03-10 02:35:38.917607,Meeting,Positive,Reason nature become debate city several.
1010,203,99,2024-12-17 02:35:38.917607,Meeting,Positive,Dinner argue raise agency poor.
1011,203,99,2025-01-10 02:35:38.917607,Demo,Neutral,Long among serve wear west.
1012,203,99,2025-02-09 02:35:38.917607,Support,No Response,May follow series prove.
1013,203,99,2024-12-21 02:35:38.917607,Support,Positive,Member face age.
1014,204,10,2025-01-28 02:35:38.917607,Meeting,Positive,Nearly always operation decade old according.
1015,204,10,2024-10-09 02:35:38.917607,Demo,Positive,Ok happy together clearly.
1016,204,10,2024-12-06 02:35:38.917607,Call,Negative,Charge account physical performance enter.
1017,204,10,2024-11-24 02:35:38.917607,Meeting,Neutral,Memory civil cut parent free force.
1018,205,70,2025-04-02 02:35:38.917607,Call,Positive,Hotel practice later knowledge whose.
1019,205,70,2025-04-03 02:35:38.917607,Email,Neutral,Show daughter both hold blood value day.
1020,205,70,2025-03-30 02:35:38.917607,Demo,Positive,Save fear ready Democrat order field less.
1021,205,70,2025-04-05 02:35:38.917607,Support,Neutral,Discover three such describe agency actually stop team.
1022,205,70,2025-04-01 02:35:38.917607,Meeting,No Response,Matter result result leader hospital.
1023,205,70,2025-04-06 02:35:38.917607,Meeting,Negative,Tv lose others some.
1024,205,70,2025-03-31 02:35:38.917607,Email,Neutral,Back blue a all anyone.
1025,205,70,2025-04-01 02:35:38.917607,Email,No Response,Water us field.
1026,206,99,2025-03-24 02:35:38.917607,Email,Positive,Rock which best happy position wife.
1027,206,99,2025-01-29 02:35:38.917607,Email,Positive,Away individual against side together few.
1028,206,99,2025-02-04 02:35:38.917607,Demo,Positive,Lead usually work trip build.
1029,206,99,2024-12-07 02:35:38.917607,Support,Negative,They usually company.
1030,206,99,2024-11-16 02:35:38.917607,Support,Negative,Beat doctor thank often.
1031,206,99,2025-01-03 02:35:38.917607,Meeting,Neutral,Event against none as reality democratic huge.
1032,207,24,2024-12-05 02:35:38.917607,Meeting,Negative,Air market store include win officer.
1033,207,24,2025-02-05 02:35:38.917607,Demo,Positive,Prevent where then.
1034,207,24,2024-12-03 02:35:38.917607,Call,Neutral,Rest dark environment provide white.
1035,208,57,2024-06-11 02:35:38.917607,Email,Positive,Dog language ability practice them.
1036,208,57,2024-07-28 02:35:38.917607,Support,Negative,Next reflect social resource score expert.
1037,208,57,2025-01-20 02:35:38.917607,Meeting,Negative,Our lead line clearly.
1038,208,57,2024-06-25 02:35:38.917607,Meeting,Neutral,Risk must fly police imagine oil.
1039,209,57,2024-04-17 02:35:38.917607,Meeting,Negative,Level girl factor sport seem manager.
1040,209,57,2024-12-13 02:35:38.917607,Demo,Positive,Imagine which beat education case under population.
1041,210,30,2023-12-24 02:35:38.917607,Demo,Positive,Send technology clearly amount media teacher person.
1042,210,30,2023-12-27 02:35:38.917607,Demo,Positive,Game plan seat surface off with society station.
1043,211,25,2025-01-22 02:35:38.917607,Demo,Neutral,Bank industry born may among billion.
1044,212,99,2025-01-23 02:35:38.917607,Support,No Response,Effort nearly walk.
1045,212,99,2024-09-04 02:35:38.917607,Meeting,Negative,Range skin major for student.
1046,212,99,2024-04-12 02:35:38.917607,Call,Positive,Nature house prevent hotel officer seek.
1047,212,99,2025-02-08 02:35:38.917607,Demo,Neutral,Difficult popular choose really.
1048,212,99,2023-12-11 02:35:38.917607,Demo,Positive,Respond throw wide son manager.
1049,212,99,2024-06-14 02:35:38.917607,Meeting,No Response,Reason fill sense field.
1050,212,99,2024-06-21 02:35:38.917607,Call,Neutral,My benefit sport age all.
1051,212,99,2024-01-06 02:35:38.917607,Support,Negative,Debate still quite attack.
1052,212,99,2025-02-03 02:35:38.917607,Meeting,No Response,Week instead group idea recently feel hold.
1053,213,21,2025-04-05 02:35:38.917607,Meeting,No Response,Field people try play order.
1054,213,21,2025-04-07 02:35:38.917607,Email,Positive,With matter goal eight list something send.
1055,214,7,2025-02-20 02:35:38.917607,Meeting,No Response,Institution onto thing we.
1056,214,7,2025-04-06 02:35:38.917607,Call,Negative,Yes here while service beautiful edge begin.
1057,214,7,2025-03-22 02:35:38.917607,Support,Neutral,Right resource two lawyer see.
1058,214,7,2025-02-19 02:35:38.917607,Demo,Positive,Page light follow need region.
1059,214,7,2025-03-19 02:35:38.917607,Support,Positive,Describe improve act campaign television sit very.
